ko_id	median_expression_rank	genomes_w_ko	genomes_w_motif	genomes_w_str_motif	percent_genomes_w_ko	avg_motifs_100aa_gc	avg_str_motifs_100aa_gc	a_level	b_level	c_level	description
K00457	710	1476	51.69376694	34.89159892	45.38745387	0.004235933	0.002666001	Metabolism	Amino acid metabolism	Tyrosine metabolism	"HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase"
K00459	2248	1615	57.58513932	26.99690402	49.66174662	0.005091754	0.001860368	Metabolism	Energy metabolism	Nitrogen metabolism	"ncd2, npd; nitronate monooxygenase"
K00507	1332	1013	44.12635735	11.74728529	31.1500615	0.003333476	0.000810656	Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids	"SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase)"
K00525	339	3019	52.30208678	12.78569063	92.83517835	0.000943657	0.000160181	Metabolism	Nucleotide metabolism	Purine metabolism	"E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain"
K00526	373	2248	13.52313167	2.402135231	69.12669127	0.001043652	0.000228353	Metabolism	Nucleotide metabolism	Purine metabolism	"E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain"
K00527	530.5	1038	52.21579961	15.79961464	31.91881919	0.001484689	0.00034953	Metabolism	Nucleotide metabolism	Purine metabolism	rtpR; ribonucleoside-triphosphate reductase (thioredoxin)
K00528	743	1949	35.24884556	12.006157	59.93234932	0.003395439	0.000839822	Metabolism	Not included in regular maps	Global maps only	fpr; ferredoxin/flavodoxin---NADP+ reductase
K00529	2335.75	952	96.32352941	19.95798319	29.27429274	0.007242304	0.000903163	Metabolism	Lipid metabolism	Fatty acid degradation	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component
K00537	1952	2047	72.10552027	41.37762579	62.94587946	0.049430753	0.021939111	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	arsC; arsenate reductase (glutaredoxin)
K00540	1746	2091	56.71927308	21.09038737	64.29889299	0.004904635	0.001262799	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	fqr; F420H(2)-dependent quinone reductase
K00548	666	2614	82.4407039	24.56006121	80.38130381	0.001769428	0.00038431	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase"
K00549	1062	1641	80.74344912	13.71115174	50.46125461	0.002887214	0.000536574	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
K00554	1973	3243	41.50477953	10.14492754	99.72324723	0.007407504	0.001442478	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	trmD; tRNA (guanine37-N1)-methyltransferase
K00558	2848	1726	85.63151796	63.84704519	53.07503075	0.011554575	0.004847725	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1"
K00560	960	2353	67.19082023	4.929876753	72.35547355	0.009530989	0.000688807	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	"thyA, TYMS; thymidylate synthase"
K00564	2020	1312	100	17.5304878	40.34440344	0.01714208	0.002433186	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase
K00566	1162	3223	28.48278002	10.51815079	99.10824108	0.00213084	0.000704212	Genetic Information Processing	"Folding, sorting and degradation"	Sulfur relay system	"mnmA, trmU; tRNA-uridine 2-sulfurtransferase"
K00567	2549	2501	29.70811675	15.31387445	76.90651907	0.009410337	0.004309989	Genetic Information Processing	DNA repair and recombination proteins	DNA repair and recombination proteins	"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase"
K00568	1785.5	1445	15.77854671	5.53633218	44.43419434	0.00246789	0.000862483	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase
K00571	2002	1085	82.67281106	43.50230415	33.36408364	0.015631567	0.006047011	Cellular Processes	Prokaryotic defense system	Restriction and modification system	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific)
K00573	2285	2046	51.46627566	31.1827957	62.91512915	0.007573783	0.003972101	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	"E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase"
K00574	1589	1694	48.81936246	30.87367178	52.09102091	0.00308283	0.001564837	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	cfa; cyclopropane-fatty-acyl-phospholipid synthase
K00575	1879	1826	42.27820372	17.74370208	56.1500615	0.0048745	0.001544126	Environmental Information Processing	Signal transduction	Two-component system	cheR; chemotaxis protein methyltransferase CheR
K00595	2477.5	1155	45.71428571	22.77056277	35.51660517	0.003158158	0.001334631	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	"cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
K00600	367	3197	22.67751017	5.598999062	98.30873309	0.000994364	0.000229058	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	"glyA, SHMT; glycine hydroxymethyltransferase"
K00602	624	3154	17.53329106	4.692454027	96.98646986	0.000676383	0.000170656	Metabolism	Nucleotide metabolism	Purine metabolism	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase
K00604	1973.5	3244	56.78175092	22.31812577	99.75399754	0.007094742	0.002219865	Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate	"MTFMT, fmt; methionyl-tRNA formyltransferase"
K00605	1154	2683	30.67461796	9.019754007	82.50307503	0.001793628	0.000388009	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	"gcvT, AMT; aminomethyltransferase"
K00606	1249	2725	16.80733945	4.587155963	83.79458795	0.002008862	0.00052167	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase
K00609	1059	3093	44.06724863	31.61978661	95.11070111	0.004000428	0.002565751	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	"pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit"
K00611	865.5	2363	17.47778248	4.909013965	72.66297663	0.001793182	0.000468874	Metabolism	Amino acid metabolism	Arginine biosynthesis	"OTC, argF, argI; ornithine carbamoyltransferase"
K00615	729.5	3207	34.64296851	10.04053633	98.61623616	0.000904893	0.000281431	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	"E2.2.1.1, tktA, tktB; transketolase"
K00616	580	2840	24.64788732	6.901408451	87.33087331	0.003248988	0.000922588	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	"E2.2.1.2, talA, talB; transaldolase"
K00619	1591	854	17.09601874	7.494145199	26.26076261	0.006076828	0.002326708	Metabolism	Amino acid metabolism	Arginine biosynthesis	argA; amino-acid N-acetyltransferase
K00620	1161	2309	16.37072326	4.63404071	71.00246002	0.000906443	0.000241673	Metabolism	Amino acid metabolism	Arginine biosynthesis	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase
K00625	985	984	19.51219512	7.418699187	30.25830258	0.001424755	0.000550984	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	"E2.3.1.8, pta; phosphate acetyltransferase"
K00626	1043.25	2561	39.51581414	17.06364701	78.75153752	0.001088847	0.000309892	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	"ACAT, atoB; acetyl-CoA C-acetyltransferase"
K00627	1064	2707	68.74769117	29.33136313	83.24108241	0.005377846	0.001697807	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)"
K00632	1042	1898	49.78925184	17.65015806	58.36408364	0.002356479	0.000689456	Metabolism	Lipid metabolism	Fatty acid degradation	"fadA, fadI; acetyl-CoA acyltransferase"
K00639	684	1550	31.67741935	7.806451613	47.66297663	0.001766511	0.000424038	Metabolism	Amino acid metabolism	"Glycine, serine and threonine metabolism"	"kbl, GCAT; glycine C-acetyltransferase"
K00640	1797	2742	51.05762217	28.48285923	84.31734317	0.007529347	0.00389391	Metabolism	Energy metabolism	Sulfur metabolism	cysE; serine O-acetyltransferase
K00641	1464.5	1827	52.10727969	21.893815	56.18081181	0.004098332	0.001301168	Metabolism	Energy metabolism	Sulfur metabolism	metX; homoserine O-acetyltransferase/O-succinyltransferase
K00645	1548.5	3130	23.41853035	10.7028754	96.24846248	0.002422657	0.00082649	Metabolism	Lipid metabolism	Fatty acid biosynthesis	"fabD, MCAT, MCT1; S-malonyltransferase"
K00647	1125.5	1194	60.63651591	10.21775544	36.71586716	0.00317824	0.000431308	Metabolism	Lipid metabolism	Fatty acid biosynthesis	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I
K00648	1397.5	3006	33.83233533	10.37924152	92.43542435	0.002366668	0.000503709	Metabolism	Lipid metabolism	Fatty acid biosynthesis	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III
K00651	1139.5	994	29.47686117	4.929577465	30.56580566	0.003235944	0.000509197	Metabolism	Energy metabolism	Sulfur metabolism	metA; homoserine O-succinyltransferase/O-acetyltransferase
K00652	2103	1681	90.71980964	31.88578227	51.69126691	0.008593619	0.00193146	Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism	bioF; 8-amino-7-oxononanoate synthase
K00655	1781	3201	67.47891284	29.86566698	98.43173432	0.011355693	0.003523611	Metabolism	Lipid metabolism	Glycerolipid metabolism	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase
K00656	360	902	39.13525499	19.17960089	27.73677737	0.000621991	0.000232864	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	"E2.3.1.54, pflD; formate C-acetyltransferase"
K00657	2085.5	868	8.525345622	2.880184332	26.69126691	0.002709633	0.000817665	Metabolism	Amino acid metabolism	Arginine and proline metabolism	"speG, SAT; diamine N-acetyltransferase"
K00658	420	2445	72.47443763	17.54601227	75.18450185	0.004525147	0.001169363	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)"
K00661	2209.5	1078	53.98886827	11.78107607	33.14883149	0.014419179	0.002590909	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	maa; maltose O-acetyltransferase
K00666	1281	1763	82.52977879	61.37266024	54.21279213	0.003032035	0.001259798	Metabolism	Lipid biosynthesis proteins	Lipid biosynthesis proteins	K00666; fatty-acyl-CoA synthase
K00674	475	2325	58.79569892	13.20430108	71.49446494	0.00771372	0.002010069	Metabolism	Amino acid metabolism	Lysine biosynthesis	"dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
K00677	1278	1991	68.30738322	4.570567554	61.22386224	0.010716819	0.000569183	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	lpxA; UDP-N-acetylglucosamine acyltransferase
K00680	2166.5	1157	32.32497839	12.10025929	35.57810578	0.005833316	0.001815093	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	ytmI; uncharacterized N-acetyltransferase
K00681	1684	2228	94.83842011	79.21903052	68.51168512	0.004861831	0.002876104	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase
K00684	2344.5	1858	43.75672766	13.56297094	57.13407134	0.009923819	0.002863347	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	aat; leucyl/phenylalanyl-tRNA---protein transferase
K00685	1806	1191	29.13518052	12.76238455	36.62361624	0.005034353	0.002048721	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	ATE1; arginyl-tRNA---protein transferase
K00688	679	1969	36.05891315	10.56373794	60.54735547	0.000610911	0.000140453	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	"PYG, glgP; glycogen phosphorylase"
K00697	1395	1070	86.72897196	53.36448598	32.90282903	0.005121427	0.002276711	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	otsA; trehalose 6-phosphate synthase
K00700	1095	2105	88.6935867	26.4608076	64.72939729	0.003144313	0.000486045	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	"GBE1, glgB; 1,4-alpha-glucan branching enzyme"
K00703	1697	1759	32.46162592	9.607731666	54.0897909	0.001660992	0.000550368	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	glgA; starch synthase
K00705	1645	1482	98.92037787	91.56545209	45.57195572	0.005548526	0.003174704	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	malQ; 4-alpha-glucanotransferase
K00721	1766	1803	52.46810871	40.82085413	55.44280443	0.00538799	0.003262387	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	DPM1; dolichol-phosphate mannosyltransferase
K00748	2005	1929	48.57439088	19.12908243	59.31734317	0.003933949	0.001244984	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	lpxB; lipid-A-disaccharide synthase
K00758	1503	1260	31.42857143	13.65079365	38.74538745	0.001480554	0.000582484	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	"deoA, TYMP; thymidine phosphorylase"
K00759	1350	2576	11.76242236	7.25931677	79.21279213	0.004386156	0.001720072	Metabolism	Nucleotide metabolism	Purine metabolism	"APRT, apt; adenine phosphoribosyltransferase"
K00760	878	2595	6.435452794	2.04238921	79.79704797	0.001582181	0.000469572	Metabolism	Nucleotide metabolism	Purine metabolism	"hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase"
K00761	967	2736	13.70614035	3.50877193	84.13284133	0.0029764	0.000665274	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	"upp, UPRT; uracil phosphoribosyltransferase"
K00762	1271	3131	12.55190035	2.363462153	96.27921279	0.002809818	0.000493055	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	pyrE; orotate phosphoribosyltransferase
K00763	1076	2522	36.518636	9.000793021	77.55227552	0.002011032	0.0004564	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	"pncB, NAPRT1; nicotinate phosphoribosyltransferase"
K00764	686	3146	77.0820089	20.1525747	96.7404674	0.00341589	0.000707387	Metabolism	Nucleotide metabolism	Purine metabolism	"purF, PPAT; amidophosphoribosyltransferase"
K00765	1116	2968	11.55660377	3.504043127	91.26691267	0.001729007	0.000529431	Metabolism	Amino acid metabolism	Histidine metabolism	hisG; ATP phosphoribosyltransferase
K00766	1460.5	2840	19.33098592	7.007042254	87.33087331	0.0016958	0.000489499	Metabolism	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	trpD; anthranilate phosphoribosyltransferase
K00767	1711	2573	22.07539837	8.317139526	79.12054121	0.002653702	0.000955696	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	"nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating)"
K00768	2125	1807	63.64139458	45.43442169	55.56580566	0.005747297	0.002911299	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	"E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"
K00772	1692	1098	61.11111111	18.76138434	33.76383764	0.00918972	0.002004893	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	"mtaP, MTAP; 5'-methylthioadenosine phosphorylase"
K00773	887	2807	36.480228	5.201282508	86.31611316	0.002828531	0.00035816	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	"tgt, QTRT1; queuine tRNA-ribosyltransferase"
K00782	2319	1203	46.88279302	18.03823774	36.99261993	0.011559545	0.003515256	Metabolism	Carbohydrate metabolism	Carbohydrate metabolism	lldG; L-lactate dehydrogenase complex protein LldG
K00783	1860.75	2412	13.84742952	2.570480929	74.1697417	0.004840948	0.000944263	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase
K00784	1951	1432	51.32681564	31.98324022	44.03444034	0.007179865	0.003817929	Genetic Information Processing	Translation	RNA transport	rnz; ribonuclease Z
K00788	2316	2636	39.79514416	13.08801214	81.05781058	0.006936568	0.001851824	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	thiE; thiamine-phosphate pyrophosphorylase
K00789	336	3245	5.855161787	1.448382126	99.78474785	0.000315176	7.47E-05	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	metK; S-adenosylmethionine synthetase
K00790	853	3188	16.21706399	5.238393977	98.03198032	0.000773819	0.000251702	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase
K00791	2050	3209	46.21377376	18.5727641	98.67773678	0.006493543	0.001921621	Metabolism	Metabolism of terpenoids and polyketides	Zeatin biosynthesis	"miaA, TRIT1; tRNA dimethylallyltransferase"
K00793	1575	2979	12.92379993	4.900973481	91.60516605	0.002630009	0.000976773	Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism	"ribE, RIB5; riboflavin synthase"
K00794	1502	2995	5.50918197	1.168614357	92.09717097	0.001539116	0.000367055	Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism	"ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase"
K00795	2071.5	1199	23.35279399	5.004170142	36.8696187	0.002111178	0.000460886	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	ispA; farnesyl diphosphate synthase
K00796	2201	2975	30.48739496	12.23529412	91.48216482	0.003572372	0.00109664	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	folP; dihydropteroate synthase
K00797	1292.5	1599	40.6504065	15.88492808	49.1697417	0.004164159	0.001164474	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	"speE, SRM, SPE3; spermidine synthase"
K00798	1950	2143	49.69668689	5.599626692	65.89790898	0.013302393	0.001481155	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	"MMAB, pduO; cob(I)alamin adenosyltransferase"
K00799	2142	1331	82.41923366	54.09466566	40.92865929	0.009053231	0.003148051	Metabolism	Metabolism of other amino acids	Glutathione metabolism	"GST, gst; glutathione S-transferase"
K00800	1570	3130	71.59744409	21.56549521	96.24846248	0.004715787	0.000982974	Metabolism	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase
K00805	1608	1223	24.2845462	8.830744072	37.60762608	0.003060448	0.000857008	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	hepST; heptaprenyl diphosphate synthase
K00806	1741	3181	33.19710783	13.51776171	97.81672817	0.005832763	0.002071139	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	uppS; undecaprenyl diphosphate synthase
