"X","genome","gene","disordered_residues","protein_length","ko_id","percent"
0,2504643013,2504682420,17,455,"K02313",0.0373626373626374
0,2504643013,2504682439,116,838,"K03407",0.138424821002387
0,2504643013,2504682451,19,368,"K03408",0.0516304347826087
0,2504643013,2504682492,20,531,"K00936",0.0376647834274953
0,2504643013,2504682908,79,380,"K04771",0.207894736842105
0,2504643013,2504683407,7,531,"K08884",0.0131826741996234
0,2504643013,2504684284,127,444,"K08884",0.286036036036036
0,2504643013,2504684289,18,507,"K08884",0.0355029585798817
0,2504643013,2504684357,5,362,"K08884",0.0138121546961326
0,2504643013,2504684530,23,472,"K08884",0.048728813559322
0,2504643013,2504684678,79,817,"K03407",0.0966952264381885
0,2504643013,2504684696,16,471,"K08884",0.0339702760084926
0,2504643013,2504684968,335,628,"K08884",0.53343949044586
0,2504643013,2504685318,152,561,"K08884",0.270944741532977
0,2504643013,2504685441,54,409,"K08884",0.132029339853301
0,2504643013,2504685828,76,344,"K03412",0.22093023255814
0,2504643013,2504685976,48,672,"K03407",0.0714285714285714
0,2504643013,2504685977,0,150,"K03408",0
0,2504643013,2504686018,68,548,"K08884",0.124087591240876
0,2504643013,2504686025,139,729,"K08884",0.190672153635117
0,2504643013,2504686148,17,596,"K06207",0.0285234899328859
0,2504643013,2504686246,187,564,"K08884",0.331560283687943
0,2504643013,2504686358,12,485,"K08884",0.0247422680412371
0,2504643013,2504686446,218,583,"K08884",0.373927958833619
0,2504643013,2504686448,113,512,"K08884",0.220703125
0,2504643013,2504686477,47,378,"K04771",0.124338624338624
0,2504643013,2504686598,236,640,"K08884",0.36875
0,2504643013,2504686915,209,620,"K08884",0.337096774193548
0,2504756004,2504769306,1,641,"K07787",0.0015600624024961
0,2504756004,2504769350,20,488,"K02313",0.040983606557377
0,2504756004,2504769860,4,406,"K07154",0.00985221674876847
0,2504756004,2504770491,180,1256,"K08738",0.143312101910828
0,2504756004,2504770977,69,518,"K03092",0.133204633204633
0,2504756004,2504770998,16,416,"K07154",0.0384615384615385
0,2504756004,2504771210,7,336,"K07154",0.0208333333333333
0,2504756004,2504771960,105,517,"K03092",0.203094777562863
0,2504756004,2504773600,4,358,"K04771",0.0111731843575419
0,2504756004,2504775540,159,1107,"K08738",0.143631436314363
0,2504756004,2504775750,58,606,"K06207",0.0957095709570957
0,2504756018,2504823912,14,600,"K06207",0.0233333333333333
0,2504756058,2504956458,2,365,"K03412",0.00547945205479452
0,2504756058,2504956459,2,512,"K03408",0.00390625
0,2504756058,2504956841,57,457,"K04771",0.12472647702407
0,2504756058,2504957002,6,443,"K02313",0.0135440180586907
0,2504756058,2504958531,43,625,"K08884",0.0688
0,2504756058,2504958795,12,454,"K03092",0.026431718061674
0,2504756058,2504959132,6,374,"K07646",0.0160427807486631
0,2504756059,2504959151,23,357,"K03406",0.0644257703081232
0,2504756059,2504959154,34,735,"K03407",0.0462585034013605
0,2504756059,2504959155,116,1177,"K03406",0.0985556499575191
0,2504756059,2504959156,16,183,"K03408",0.087431693989071
0,2504756059,2504959790,245,562,"K08884",0.435943060498221
0,2504756059,2504959863,21,435,"K07638",0.0482758620689655
0,2504756059,2504960145,19,1609,"K00936",0.0118085767557489
0,2504756059,2504960353,26,465,"K04771",0.0559139784946237
0,2504756059,2504960370,1,457,"K15011",0.00218818380743982
0,2504756059,2504960567,35,468,"K02484",0.0747863247863248
0,2504756059,2504961002,76,685,"K03407",0.110948905109489
0,2504756059,2504961278,114,584,"K03406",0.195205479452055
0,2504756059,2504961617,28,545,"K03406",0.0513761467889908
0,2504756059,2504962280,50,471,"K07712",0.106157112526539
0,2504756059,2504962730,0,282,"K02556",0
0,2504756059,2504962949,16,1049,"K07787",0.0152526215443279
0,2504756059,2504963174,5,438,"K02313",0.0114155251141553
0,2504756059,2504963212,40,602,"K06207",0.0664451827242525
0,2504756059,2504963735,220,732,"K03407",0.300546448087432
0,2504756059,2504963736,0,248,"K02556",0
0,2504756059,2504963739,13,235,"K03408",0.0553191489361702
0,2505119042,2505283282,3,467,"K02313",0.00642398286937901
0,2505119042,2505283303,0,403,"K07154",0
0,2505119042,2505283601,4,252,"K02556",0.0158730158730159
0,2505119042,2505283634,7,153,"K03408",0.0457516339869281
0,2505119042,2505283636,124,900,"K03407",0.137777777777778
0,2505119042,2505283638,15,361,"K03412",0.0415512465373961
0,2505119042,2505285534,0,822,"K00990",0
0,2505119043,2505285601,18,440,"K02313",0.0409090909090909
0,2505119043,2505285684,61,661,"K03407",0.0922844175491679
0,2505119043,2505285686,17,276,"K02556",0.0615942028985507
0,2505119043,2505285718,9,351,"K03412",0.0256410256410256
0,2505119043,2505285882,34,406,"K03092",0.083743842364532
0,2505119043,2505286334,1,470,"K04771",0.00212765957446809
0,2505119043,2505286469,95,359,"K08884",0.264623955431755
0,2505119043,2505287058,0,361,"K00936",0
0,2505119043,2505287252,62,625,"K06207",0.0992
0,2505119043,2505287335,0,495,"K07793",0
0,2505313015,2505381747,36,449,"K02313",0.0801781737193764
0,2505313015,2505382927,200,680,"K08884",0.294117647058824
0,2505679006,2505690419,27,471,"K02313",0.0573248407643312
0,2505679006,2505691243,2,359,"K03412",0.00557103064066852
0,2505679006,2505691307,108,683,"K03406",0.158125915080527
0,2505679006,2505691405,19,451,"K03408",0.0421286031042129
0,2505679006,2505691466,41,644,"K03406",0.0636645962732919
0,2505679006,2505691626,73,612,"K03406",0.119281045751634
0,2505679006,2505692273,0,159,"K03408",0
0,2505679006,2505692465,13,506,"K03406",0.0256916996047431
0,2505679006,2505692873,84,742,"K03406",0.113207547169811
0,2505679006,2505693159,0,394,"K07154",0
0,2505679006,2505693242,46,372,"K03412",0.123655913978495
0,2505679007,2505694222,25,1245,"K07787",0.0200803212851406
0,2505679007,2505695181,88,485,"K03092",0.181443298969072
0,2505679007,2505696079,0,105,"K07154",0
0,2505679007,2505696317,2,639,"K07182",0.00312989045383412
0,2505679007,2505696714,0,105,"K07154",0
0,2505679008,2505697867,37,463,"K03092",0.0799136069114471
0,2505679008,2505698021,0,465,"K07712",0
0,2505679008,2505698196,2,639,"K07182",0.00312989045383412
0,2505679009,2505699271,9,453,"K02313",0.0198675496688742
0,2505679009,2505699305,49,607,"K06207",0.0807248764415156
0,2505679009,2505699582,13,446,"K07154",0.0291479820627803
0,2505679009,2505699667,23,450,"K07154",0.0511111111111111
0,2505679009,2505699973,12,482,"K07712",0.024896265560166
0,2505679009,2505700176,0,610,"K07182",0
0,2505679009,2505700195,53,476,"K04771",0.111344537815126
0,2505679009,2505700280,6,878,"K00990",0.00683371298405467
0,2505679016,2505734685,80,503,"K02313",0.159045725646123
0,2505679016,2505734714,265,672,"K08884",0.394345238095238
0,2505679016,2505734715,197,443,"K08884",0.444695259593679
0,2505679016,2505734839,34,532,"K03406",0.0639097744360902
0,2505679016,2505734893,35,369,"K07646",0.0948509485094851
0,2505679016,2505734913,47,456,"K02484",0.103070175438596
0,2505679016,2505735122,108,513,"K02484",0.210526315789474
0,2505679016,2505735175,154,785,"K03407",0.196178343949045
0,2505679016,2505735176,3,138,"K03408",0.0217391304347826
0,2505679016,2505735180,27,382,"K03412",0.0706806282722513
0,2505679016,2505735407,144,644,"K06207",0.22360248447205
0,2505679016,2505736145,149,677,"K08884",0.220088626292467
0,2505679016,2505736833,92,606,"K00990",0.151815181518152
0,2505679024,2505767165,5,456,"K00936",0.0109649122807018
0,2505679024,2505767422,36,788,"K00936",0.0456852791878173
0,2505679024,2505767605,1,450,"K00936",0.00222222222222222
0,2505679024,2505767631,122,455,"K08884",0.268131868131868
0,2505679024,2505767769,12,290,"K00936",0.0413793103448276
0,2505679024,2505767786,20,404,"K08884",0.0495049504950495
0,2505679024,2505767797,93,477,"K08884",0.19496855345912
0,2505679024,2505767994,0,361,"K08884",0
0,2505679024,2505768121,109,591,"K08884",0.184433164128596
0,2505679024,2505768124,113,581,"K08884",0.194492254733219
0,2505679024,2505768251,24,495,"K00936",0.0484848484848485
0,2505679024,2505768444,6,670,"K00936",0.00895522388059702
0,2505679024,2505768596,0,564,"K08884",0
0,2505679024,2505768647,226,606,"K08884",0.372937293729373
0,2505679024,2505768710,65,435,"K08884",0.149425287356322
0,2505679024,2505768738,45,608,"K00936",0.0740131578947368
0,2505679024,2505769028,48,425,"K08884",0.112941176470588
0,2505679024,2505769196,13,630,"K00936",0.0206349206349206
0,2505679024,2505769357,45,957,"K00936",0.0470219435736677
0,2505679024,2505769629,6,609,"K00936",0.00985221674876847
0,2505679024,2505769771,9,460,"K08884",0.0195652173913043
0,2505679024,2505770096,28,596,"K06207",0.0469798657718121
0,2505679024,2505770381,206,740,"K08884",0.278378378378378
0,2505679024,2505770505,1,377,"K00936",0.0026525198938992
0,2505679024,2505770544,2,366,"K03408",0.00546448087431694
0,2505679024,2505770546,0,353,"K03412",0
0,2505679024,2505770548,19,636,"K03406",0.029874213836478
0,2505679024,2505770678,2,465,"K02484",0.0043010752688172
0,2505679024,2505770892,27,519,"K08884",0.0520231213872832
0,2505679024,2505771001,6,143,"K00936",0.041958041958042
0,2505679024,2505771062,37,457,"K02313",0.0809628008752735
0,2505679024,2505771262,37,538,"K08884",0.0687732342007435
0,2505679024,2505771304,15,582,"K08884",0.0257731958762887
0,2505679024,2505771308,26,483,"K08884",0.0538302277432712
0,2505679024,2505771369,58,399,"K07646",0.145363408521303
0,2505679024,2505771522,238,556,"K08884",0.428057553956835
0,2505679030,2505788910,138,863,"K08738",0.159907300115875
0,2505679030,2505789164,0,312,"K07154",0
0,2505679030,2505789205,7,644,"K07787",0.0108695652173913
0,2505679030,2505789232,9,337,"K07154",0.0267062314540059
0,2505679030,2505789235,41,475,"K02313",0.0863157894736842
0,2505679030,2505789421,155,906,"K08738",0.171081677704194
0,2505679030,2505789781,131,1060,"K08738",0.123584905660377
0,2505679030,2505790610,63,477,"K03092",0.132075471698113
0,2505679030,2505791129,0,113,"K08738",0
0,2505679030,2505791701,225,951,"K08738",0.236593059936909
0,2505679030,2505791858,13,344,"K03412",0.0377906976744186
0,2505679030,2505792008,60,776,"K08738",0.077319587628866
0,2505679030,2505792596,1,314,"K07154",0.00318471337579618
0,2505679030,2505792656,2,191,"K03412",0.0104712041884817
0,2505679030,2505793462,43,604,"K06207",0.0711920529801325
0,2505679030,2505793537,11,315,"K07154",0.0349206349206349
0,2505679030,2505793577,195,1248,"K08738",0.15625
0,2505679030,2505794873,71,485,"K03092",0.14639175257732
0,2505679031,2505795356,17,450,"K02313",0.0377777777777778
0,2505679031,2505795381,491,757,"K08884",0.648612945838838
0,2505679031,2505795534,77,609,"K00936",0.126436781609195
0,2505679031,2505797069,82,593,"K06207",0.138279932546374
0,2505679031,2505797559,161,394,"K04771",0.408629441624365
0,2505679031,2505797560,216,544,"K08884",0.397058823529412
0,2505679031,2505797561,233,516,"K08884",0.451550387596899
0,2505679031,2505798007,131,449,"K08884",0.291759465478842
0,2505679032,2505798250,17,458,"K02313",0.037117903930131
0,2505679032,2505798253,216,513,"K08884",0.421052631578947
0,2505679032,2505799455,26,610,"K00936",0.0426229508196721
0,2505679032,2505799721,165,702,"K08884",0.235042735042735
0,2505679032,2505799975,29,657,"K00936",0.0441400304414003
0,2505679032,2505800130,152,508,"K08884",0.299212598425197
0,2505679032,2505800132,152,537,"K08884",0.283054003724395
0,2505679032,2505800143,215,595,"K08884",0.361344537815126
0,2505679032,2505800195,19,461,"K08884",0.0412147505422994
0,2505679032,2505800713,8,452,"K00936",0.0176991150442478
0,2505679032,2505800734,34,870,"K08884",0.0390804597701149
0,2505679032,2505800983,8,370,"K00936",0.0216216216216216
0,2505679032,2505801744,3,357,"K03412",0.00840336134453781
0,2505679032,2505801746,0,153,"K03408",0
0,2505679032,2505802269,47,874,"K08884",0.0537757437070938
0,2505679032,2505802290,30,472,"K00936",0.0635593220338983
0,2505679032,2505802308,26,472,"K00936",0.0550847457627119
0,2505679032,2505802359,3,740,"K08884",0.00405405405405405
0,2505679032,2505802461,52,1346,"K00936",0.0386329866270431
0,2505679032,2505802716,42,539,"K08884",0.0779220779220779
0,2505679032,2505803040,15,604,"K00936",0.0248344370860927
0,2505679032,2505803048,0,930,"K00936",0
0,2505679032,2505803274,2,363,"K08884",0.00550964187327824
0,2505679032,2505803426,0,207,"K03412",0
0,2505679032,2505803554,177,641,"K08884",0.27613104524181
0,2505679032,2505803674,38,425,"K08884",0.0894117647058824
0,2505679032,2505804275,3,530,"K08884",0.00566037735849057
0,2505679032,2505804276,4,542,"K08884",0.00738007380073801
0,2505679040,2505835578,18,345,"K03412",0.0521739130434783
0,2505679040,2505835775,81,519,"K02313",0.15606936416185
0,2505679040,2505837115,35,471,"K07638",0.0743099787685775
0,2505679040,2505837542,27,485,"K07712",0.0556701030927835
0,2505679040,2505837543,28,377,"K07708",0.0742705570291777
0,2505679040,2505837795,15,413,"K07154",0.036319612590799
0,2505679040,2505838723,62,607,"K06207",0.102141680395387
0,2505679040,2505839070,99,511,"K04771",0.193737769080235
0,2505679040,2505839200,126,420,"K03406",0.3
0,2505679040,2505839423,76,503,"K03092",0.151093439363817
0,2505679040,2505839457,21,188,"K15012",0.111702127659574
0,2505679040,2505839458,10,434,"K15011",0.0230414746543779
0,2505679056,2505898972,34,470,"K07638",0.0723404255319149
0,2505679056,2505899472,24,379,"K07708",0.0633245382585752
0,2505679056,2505899473,47,483,"K07712",0.0973084886128364
0,2505679056,2505900359,30,490,"K02313",0.0612244897959184
0,2505679056,2505900722,26,188,"K15012",0.138297872340426
0,2505679056,2505901537,49,608,"K06207",0.0805921052631579
0,2505679068,2505951094,60,472,"K02313",0.127118644067797
0,2505679068,2505951114,378,697,"K08884",0.54232424677188
0,2505679068,2505951115,253,479,"K08884",0.528183716075157
0,2505679068,2505952039,100,636,"K06207",0.157232704402516
0,2505679068,2505952297,64,605,"K00990",0.105785123966942
0,2505679068,2505952831,88,493,"K07646",0.178498985801217
0,2505679068,2505952938,279,672,"K08884",0.415178571428571
0,2505679068,2505953748,119,525,"K02484",0.226666666666667
0,2505679077,2505977982,6,446,"K02313",0.0134529147982063
0,2505679077,2505978834,41,585,"K07182",0.0700854700854701
0,2505679077,2505979170,18,962,"K00936",0.0187110187110187
0,2505679077,2505979212,1,516,"K00936",0.00193798449612403
0,2505679077,2505979315,31,260,"K08884",0.119230769230769
0,2505679077,2505979393,10,417,"K00936",0.0239808153477218
0,2505679077,2505979442,9,185,"K08738",0.0486486486486487
0,2505679077,2505979544,31,468,"K00936",0.0662393162393162
0,2505679077,2505979638,41,653,"K08884",0.0627871362940276
0,2505679077,2505979916,87,519,"K06207",0.167630057803468
0,2505679089,2506044389,81,500,"K02313",0.162
0,2505679089,2506044419,288,669,"K08884",0.430493273542601
0,2505679089,2506044420,137,429,"K08884",0.319347319347319
0,2505679089,2506044589,145,513,"K02484",0.282651072124756
0,2505679089,2506044625,38,538,"K03406",0.0706319702602231
0,2505679089,2506044853,182,577,"K02484",0.315424610051993
0,2505679089,2506045035,135,541,"K02484",0.249537892791128
0,2505679089,2506045094,133,809,"K03407",0.164400494437577
0,2505679089,2506045095,3,138,"K03408",0.0217391304347826
0,2505679089,2506045098,81,382,"K03412",0.212041884816754
0,2505679089,2506045291,28,424,"K07154",0.0660377358490566
0,2505679089,2506045583,37,538,"K03406",0.0687732342007435
0,2505679089,2506045903,67,598,"K00990",0.112040133779264
0,2505679089,2506046588,170,667,"K08884",0.254872563718141
0,2505679089,2506047331,122,643,"K06207",0.189735614307932
0,2505679089,2506047425,55,402,"K03406",0.13681592039801
0,2505679104,2506094576,5,442,"K02313",0.0113122171945701
0,2505679104,2506094770,0,354,"K00936",0
0,2505679104,2506095390,13,482,"K02484",0.0269709543568465
0,2505679104,2506095931,195,625,"K08884",0.312
0,2505679104,2506096179,4,151,"K03408",0.0264900662251656
0,2505679104,2506096478,19,361,"K03412",0.0526315789473684
0,2505679104,2506096480,0,166,"K03408",0
0,2505679104,2506097182,46,471,"K03092",0.0976645435244161
0,2506210005,2506239785,35,470,"K02484",0.074468085106383
0,2506210005,2506240372,0,336,"K04771",0
0,2506210005,2506240424,32,463,"K02313",0.0691144708423326
0,2506210005,2506241286,68,909,"K03407",0.0748074807480748
0,2506210005,2506241635,32,542,"K00936",0.0590405904059041
0,2506210005,2506242714,148,627,"K08884",0.236044657097289
0,2506210005,2506242750,59,606,"K06207",0.0973597359735974
0,2506210023,2506319104,147,705,"K08884",0.208510638297872
0,2506210023,2506319368,126,455,"K07646",0.276923076923077
0,2506210023,2506319612,44,481,"K03092",0.0914760914760915
0,2506210023,2506319934,20,202,"K03408",0.099009900990099
0,2506210023,2506320086,125,666,"K08884",0.187687687687688
0,2506210023,2506320581,77,532,"K02313",0.144736842105263
0,2506210023,2506320590,11,328,"K08884",0.0335365853658537
0,2506210023,2506320743,162,604,"K08884",0.268211920529801
0,2506210023,2506320837,86,517,"K02313",0.166344294003868
0,2506210023,2506322194,81,541,"K08884",0.149722735674677
0,2506210023,2506322862,52,508,"K08884",0.102362204724409
0,2506210028,2506345152,105,831,"K03407",0.126353790613718
0,2506210028,2506345153,2,421,"K03412",0.00475059382422803
0,2506210028,2506345289,38,413,"K08884",0.0920096852300242
0,2506210028,2506346196,130,1077,"K00936",0.120705663881151
0,2506210028,2506346221,14,456,"K02313",0.0307017543859649
0,2506210028,2506346232,1,458,"K00936",0.00218340611353712
0,2506210028,2506346638,49,274,"K04771",0.178832116788321
0,2506210028,2506346822,49,455,"K08884",0.107692307692308
0,2506210028,2506346828,243,591,"K08884",0.411167512690355
0,2506210028,2506347703,60,634,"K08884",0.0946372239747634
0,2506210028,2506347854,22,596,"K06207",0.0369127516778524
0,2506210028,2506348297,35,688,"K00936",0.0508720930232558
0,2506210028,2506348326,24,341,"K03412",0.0703812316715543
